Current Player,Current Panel,Current Task,Current Time,Current Value,Current Target,Current Input
4,0,2,31.54475,7,6,Right Trigger
4,0,2,31.55472,6,6,Right Trigger
4,0,3,34.98531,0,9,Right Trigger
4,0,3,35.05215,1,9,Right Trigger
4,0,3,35.08562,2,9,Right Trigger
4,0,3,35.11883,3,9,Right Trigger
4,0,3,35.14149,4,9,Right Trigger
4,0,3,35.19684,5,9,Right Trigger
4,0,3,35.28598,6,9,Right Trigger
4,0,3,35.43093,7,9,Right Trigger
4,0,3,35.85397,8,9,Right Trigger
4,0,3,35.8651,9,9,Right Trigger
4,0,4,38.72818,34,600,Right Trigger
4,0,4,38.739,35,600,Right Trigger
4,0,4,38.75013,36,600,Right Trigger
4,0,4,38.76111,37,600,Right Trigger
4,0,4,38.77237,40,600,Right Trigger
4,0,4,38.78351,43,600,Right Trigger
4,0,4,38.79463,48,600,Right Trigger
4,0,4,38.80576,54,600,Right Trigger
4,0,4,38.81677,60,600,Right Trigger
4,0,4,38.828,69,600,Right Trigger
4,0,4,38.83896,80,600,Right Trigger
4,0,4,38.85026,95,600,Right Trigger
4,0,4,38.86191,112,600,Right Trigger
4,0,4,38.87251,130,600,Right Trigger
4,0,4,38.88373,150,600,Right Trigger
4,0,4,38.89462,170,600,Right Trigger
4,0,4,38.90601,189,600,Right Trigger
4,0,4,38.91698,205,600,Right Trigger
4,0,4,38.92842,219,600,Right Trigger
4,0,4,38.93937,232,600,Right Trigger
4,0,4,38.95057,248,600,Right Trigger
4,0,4,38.96195,267,600,Right Trigger
4,0,4,38.97292,289,600,Right Trigger
4,0,4,38.98395,312,600,Right Trigger
4,0,4,38.99596,334,600,Right Trigger
4,0,4,39.00652,350,600,Right Trigger
4,0,4,39.01761,365,600,Right Trigger
4,0,4,39.02842,379,600,Right Trigger
4,0,4,39.03957,391,600,Right Trigger
4,0,4,39.05095,403,600,Right Trigger
4,0,4,39.06186,414,600,Right Trigger
4,0,4,39.0733,425,600,Right Trigger
4,0,4,39.08436,437,600,Right Trigger
4,0,4,39.09657,453,600,Right Trigger
4,0,4,39.10661,464,600,Right Trigger
4,0,4,39.11772,474,600,Right Trigger
4,0,4,39.12877,482,600,Right Trigger
4,0,4,39.14008,489,600,Right Trigger
4,0,4,39.15109,494,600,Right Trigger
4,0,4,39.16207,500,600,Right Trigger
4,0,4,39.1733,506,600,Right Trigger
4,0,4,39.18449,513,600,Right Trigger
4,0,4,39.19561,520,600,Right Trigger
4,0,4,39.2068,527,600,Right Trigger
4,0,4,39.21782,532,600,Right Trigger
4,0,4,39.22893,536,600,Right Trigger
4,0,4,39.24009,539,600,Right Trigger
4,0,4,39.25155,543,600,Right Trigger
4,0,4,39.26223,547,600,Right Trigger
4,0,4,39.27377,552,600,Right Trigger
4,0,4,39.28463,558,600,Right Trigger
4,0,4,39.29576,564,600,Right Trigger
4,0,4,39.30722,569,600,Right Trigger
4,0,4,39.31808,573,600,Right Trigger
4,0,4,39.32917,577,600,Right Trigger
4,0,4,39.34041,579,600,Right Trigger
4,0,4,39.35162,581,600,Right Trigger
4,0,4,39.3626,584,600,Right Trigger
4,0,4,39.37371,588,600,Right Trigger
4,0,4,39.38501,594,600,Right Trigger
4,0,4,39.39591,599,600,Right Trigger
4,0,4,39.39591,599,600,Right Trigger
4,0,4,39.40739,604,600,Right Trigger
4,0,4,39.41827,607,600,Right Trigger
4,0,4,39.42973,609,600,Right Trigger
4,0,4,39.44046,610,600,Right Trigger
4,0,4,39.45186,611,600,Right Trigger
4,0,4,39.4631,613,600,Right Trigger
4,0,4,39.47409,614,600,Right Trigger
4,0,4,39.48526,615,600,Right Trigger
4,0,4,39.49636,616,600,Right Trigger
4,0,4,39.5184,618,600,Right Trigger
4,0,4,39.5409,619,600,Right Trigger
4,0,4,39.57405,620,600,Right Trigger
4,0,4,39.59652,621,600,Right Trigger
4,0,4,39.64092,622,600,Right Trigger
4,0,4,39.80819,623,600,Right Trigger
4,0,4,39.83056,622,600,Right Trigger
4,0,4,39.84185,621,600,Right Trigger
4,0,4,39.85268,619,600,Right Trigger
4,0,4,39.86372,618,600,Right Trigger
4,0,4,39.875,617,600,Right Trigger
4,0,4,39.88612,615,600,Right Trigger
4,0,4,39.89735,614,600,Right Trigger
4,0,4,39.90835,612,600,Right Trigger
4,0,4,39.9195,611,600,Right Trigger
4,0,4,39.9306,610,600,Right Trigger
4,0,4,39.94181,608,600,Right Trigger
4,0,4,39.95324,607,600,Right Trigger
4,0,4,39.96408,605,600,Right Trigger
4,0,4,39.97516,604,600,Right Trigger
4,0,4,39.98628,602,600,Right Trigger
4,0,4,39.98628,602,600,Right Trigger
4,0,4,39.99738,601,600,Right Trigger
4,0,4,40.00891,600,600,Right Trigger
4,0,4,40.02003,599,600,Right Trigger
4,0,4,40.03094,598,600,Right Trigger
4,0,4,40.04192,596,600,Right Trigger
4,0,4,40.05305,594,600,Right Trigger
4,0,4,40.06429,590,600,Right Trigger
4,0,4,40.07538,586,600,Right Trigger
4,0,4,40.08651,582,600,Right Trigger
4,0,4,40.09768,578,600,Right Trigger
4,0,4,40.10878,575,600,Right Trigger
4,0,4,40.1198,573,600,Right Trigger
4,0,4,42.77103,575,600,Right Trigger
4,0,4,42.79325,576,600,Right Trigger
4,0,4,42.80417,577,600,Right Trigger
4,0,4,42.81525,578,600,Right Trigger
4,0,4,42.82652,580,600,Right Trigger
4,0,4,42.83755,581,600,Right Trigger
4,0,4,42.93775,582,600,Right Trigger
4,0,4,42.99373,583,600,Right Trigger
4,0,4,43.0046,584,600,Right Trigger
4,0,4,43.01575,585,600,Right Trigger
4,0,4,43.02694,586,600,Right Trigger
4,0,4,43.03807,587,600,Right Trigger
4,0,4,43.04921,588,600,Right Trigger
4,0,4,43.07164,589,600,Right Trigger
4,0,4,43.09365,590,600,Right Trigger
4,0,4,43.10489,592,600,Right Trigger
4,0,4,43.11622,593,600,Right Trigger
4,0,4,43.12729,595,600,Right Trigger
4,0,4,43.13838,597,600,Right Trigger
4,0,4,43.13838,597,600,Right Trigger
4,0,4,43.14964,598,600,Right Trigger
4,0,4,43.17177,600,600,Right Trigger
4,0,4,43.18272,601,600,Right Trigger
4,0,4,43.22733,602,600,Right Trigger
4,0,4,43.272,603,600,Right Trigger
4,0,4,43.33892,604,600,Right Trigger
4,0,4,43.61721,605,600,Right Trigger
4,0,4,43.65052,604,600,Right Trigger
4,0,4,43.66187,603,600,Right Trigger
4,0,4,43.68394,603,600,Right Trigger
4,0,4,43.70633,602,600,Right Trigger
4,0,4,43.73973,601,600,Right Trigger
4,0,4,43.76192,600,600,Right Trigger
4,0,4,43.78428,599,600,Right Trigger
4,0,4,43.82878,598,600,Right Trigger
4,0,4,43.89544,597,600,Right Trigger
4,0,4,43.97366,596,600,Right Trigger
4,0,4,44.01817,595,600,Right Trigger
4,0,4,44.89827,593,600,Right Trigger
4,0,4,44.96572,594,600,Right Trigger
4,0,4,44.9873,595,600,Right Trigger
4,0,4,44.99834,596,600,Right Trigger
4,0,4,45.00951,597,600,Right Trigger
4,0,4,45.02092,597,600,Right Trigger
4,0,4,45.10991,598,600,Right Trigger
4,0,4,45.14321,599,600,Right Trigger
4,0,4,45.47714,600,600,Right Trigger
4,0,4,45.54419,599,600,Right Trigger
4,0,4,45.56644,598,600,Right Trigger
4,0,5,50.23308,0,1,Right Trigger
4,0,5,50.24421,1,1,Right Trigger
4,0,5,50.43364,1,1,Right Trigger
4,0,5,50.83444,0,1,Right Trigger
4,0,5,50.84561,1,1,Right Trigger
4,0,6,54.62141,0,2,Right Trigger
4,0,6,54.95553,1,2,Right Trigger
4,0,6,54.96664,2,2,Right Trigger
4,0,7,58.58648,0,3,Right Trigger
4,0,7,58.84292,1,3,Right Trigger
4,0,7,58.97601,2,3,Right Trigger
4,0,7,58.98781,3,3,Right Trigger
4,0,8,62.23971,39,200,Right Trigger
4,0,8,62.25092,40,200,Right Trigger
4,0,8,62.26211,41,200,Right Trigger
4,0,8,62.2734,42,200,Right Trigger
4,0,8,62.2844,43,200,Right Trigger
4,0,8,62.2953,44,200,Right Trigger
4,0,8,62.30659,46,200,Right Trigger
4,0,8,62.31776,47,200,Right Trigger
4,0,8,62.32887,48,200,Right Trigger
4,0,8,62.34018,49,200,Right Trigger
4,0,8,62.35128,51,200,Right Trigger
4,0,8,62.36211,52,200,Right Trigger
4,0,8,62.37337,54,200,Right Trigger
4,0,8,62.38457,57,200,Right Trigger
4,0,8,62.39574,60,200,Right Trigger
4,0,8,62.40686,63,200,Right Trigger
4,0,8,62.4181,65,200,Right Trigger
4,0,8,62.42943,67,200,Right Trigger
4,0,8,62.44032,69,200,Right Trigger
4,0,8,62.4513,71,200,Right Trigger
4,0,8,62.46283,73,200,Right Trigger
4,0,8,62.47387,76,200,Right Trigger
4,0,8,62.48493,79,200,Right Trigger
4,0,8,62.49594,84,200,Right Trigger
4,0,8,62.50706,89,200,Right Trigger
4,0,8,62.51817,95,200,Right Trigger
4,0,8,62.52942,101,200,Right Trigger
4,0,8,62.54052,106,200,Right Trigger
4,0,8,62.55175,111,200,Right Trigger
4,0,8,62.56303,116,200,Right Trigger
4,0,8,62.57389,122,200,Right Trigger
4,0,8,62.5853,128,200,Right Trigger
4,0,8,62.59622,135,200,Right Trigger
4,0,8,62.60728,142,200,Right Trigger
4,0,8,62.6184,148,200,Right Trigger
4,0,8,62.62962,154,200,Right Trigger
4,0,8,62.64054,159,200,Right Trigger
4,0,8,62.65184,164,200,Right Trigger
4,0,8,62.66311,167,200,Right Trigger
4,0,8,62.67424,169,200,Right Trigger
4,0,8,62.68547,172,200,Right Trigger
4,0,8,62.69633,175,200,Right Trigger
4,0,8,62.70757,178,200,Right Trigger
4,0,8,62.7187,182,200,Right Trigger
4,0,8,62.72987,185,200,Right Trigger
4,0,8,62.74129,189,200,Right Trigger
4,0,8,62.75221,191,200,Right Trigger
4,0,8,62.76321,193,200,Right Trigger
4,0,8,62.77424,195,200,Right Trigger
4,0,8,62.78601,196,200,Right Trigger
4,0,8,62.79705,197,200,Right Trigger
4,0,8,62.79705,197,200,Right Trigger
4,0,8,62.80815,199,200,Right Trigger
4,0,8,62.81945,200,200,Right Trigger
4,0,8,62.8306,201,200,Right Trigger
4,0,8,62.84153,203,200,Right Trigger
4,0,8,62.85245,204,200,Right Trigger
4,0,8,62.86354,205,200,Right Trigger
4,0,8,62.87463,206,200,Right Trigger
4,0,8,62.88575,207,200,Right Trigger
4,0,8,62.89719,208,200,Right Trigger
4,0,8,62.90803,209,200,Right Trigger
4,0,8,62.91919,210,200,Right Trigger
4,0,8,62.93052,211,200,Right Trigger
4,0,8,62.95283,213,200,Right Trigger
4,0,8,62.97522,214,200,Right Trigger
4,0,8,63.00931,215,200,Right Trigger
4,0,8,63.03093,216,200,Right Trigger
4,0,8,63.1307,217,200,Right Trigger
4,0,8,63.23096,218,200,Right Trigger
4,0,8,63.29772,217,200,Right Trigger
4,0,8,63.36449,216,200,Right Trigger
4,0,8,63.40924,215,200,Right Trigger
4,0,8,63.44263,214,200,Right Trigger
4,0,8,63.47608,213,200,Right Trigger
4,0,8,63.49838,212,200,Right Trigger
4,0,8,63.50957,211,200,Right Trigger
4,0,8,63.52052,210,200,Right Trigger
4,0,8,63.54294,209,200,Right Trigger
4,0,8,63.56522,208,200,Right Trigger
4,0,8,63.58751,207,200,Right Trigger
4,0,8,63.59846,206,200,Right Trigger
4,0,8,63.60966,205,200,Right Trigger
4,0,8,63.6321,204,200,Right Trigger
4,0,8,63.64301,203,200,Right Trigger
4,0,8,63.64301,203,200,Right Trigger
4,0,8,63.68751,202,200,Right Trigger
4,0,8,63.69876,201,200,Right Trigger
4,0,8,63.7103,200,200,Right Trigger
4,0,8,63.72119,199,200,Right Trigger
4,0,8,63.73223,198,200,Right Trigger
4,0,8,63.75467,197,200,Right Trigger
4,0,8,63.76554,196,200,Right Trigger
4,0,8,63.78809,195,200,Right Trigger
4,0,8,63.81022,194,200,Right Trigger
4,0,8,63.83278,193,200,Right Trigger
4,0,8,63.8771,192,200,Right Trigger
4,0,8,63.89971,191,200,Right Trigger
4,0,8,63.91072,190,200,Right Trigger
4,0,8,63.9665,189,200,Right Trigger
4,0,8,64.01096,188,200,Right Trigger
4,0,8,64.11076,187,200,Right Trigger
4,0,8,64.40086,186,200,Right Trigger
4,0,8,64.512,187,200,Right Trigger
4,0,8,64.67904,188,200,Right Trigger
4,0,8,64.72372,189,200,Right Trigger
4,0,8,64.7909,190,200,Right Trigger
4,0,8,64.84638,191,200,Right Trigger
4,0,8,64.87921,192,200,Right Trigger
4,0,8,64.93498,193,200,Right Trigger
4,0,8,65.02409,194,200,Right Trigger
4,0,8,65.1022,195,200,Right Trigger
4,0,8,65.13569,196,200,Right Trigger
4,0,8,65.14663,197,200,Right Trigger
4,0,8,65.15807,197,200,Right Trigger
4,0,8,65.22469,198,200,Right Trigger
4,0,8,65.24712,199,200,Right Trigger
4,0,8,65.25813,200,200,Right Trigger
4,0,8,65.28027,201,200,Right Trigger
4,0,8,65.34713,202,200,Right Trigger
4,0,8,65.45856,203,200,Right Trigger
4,0,8,65.52574,204,200,Right Trigger
4,0,8,65.55901,205,200,Right Trigger
4,0,8,66.10448,206,200,Right Trigger
4,0,8,66.20477,205,200,Right Trigger
4,0,8,66.24929,204,200,Right Trigger
4,0,8,66.26081,203,200,Right Trigger
4,0,8,66.30509,203,200,Right Trigger
4,0,8,66.40511,202,200,Right Trigger
4,0,8,66.49436,201,200,Right Trigger
4,0,8,66.66164,200,200,Right Trigger
4,0,8,66.7059,199,200,Right Trigger
4,0,8,66.71706,198,200,Right Trigger
4,0,8,66.72835,197,200,Right Trigger
4,0,8,67.40767,195,200,Right Trigger
4,0,8,67.79736,196,200,Right Trigger
4,0,8,67.80865,197,200,Right Trigger
4,0,8,67.9327,197,200,Right Trigger
4,0,8,67.95358,198,200,Right Trigger
4,0,8,68.05344,197,200,Right Trigger
4,0,8,68.06474,196,200,Right Trigger
4,0,8,68.08713,195,200,Right Trigger
4,0,8,68.09816,194,200,Right Trigger
4,0,8,68.1315,193,200,Right Trigger
4,0,8,68.15403,192,200,Right Trigger
4,0,8,68.16489,191,200,Right Trigger
4,0,8,68.18707,190,200,Right Trigger
4,0,8,68.2097,189,200,Right Trigger
4,0,8,68.26524,188,200,Right Trigger
4,0,8,68.29867,187,200,Right Trigger
4,0,8,68.32088,186,200,Right Trigger
4,0,8,68.42142,185,200,Right Trigger
4,0,8,68.43237,187,200,Right Trigger
4,0,8,68.44379,189,200,Right Trigger
4,0,8,68.45506,191,200,Right Trigger
4,0,8,68.46587,192,200,Right Trigger
4,0,8,68.48867,194,200,Right Trigger
4,0,8,68.49951,195,200,Right Trigger
4,0,8,68.51064,197,200,Right Trigger
4,0,8,68.51064,197,200,Right Trigger
4,0,8,68.52184,199,200,Right Trigger
4,0,8,68.53265,202,200,Right Trigger
4,0,8,68.54386,204,200,Right Trigger
4,0,8,68.55494,207,200,Right Trigger
4,0,8,68.56605,210,200,Right Trigger
4,0,8,68.57723,212,200,Right Trigger
4,0,8,68.58826,214,200,Right Trigger
4,0,8,68.59948,216,200,Right Trigger
4,0,8,68.61059,217,200,Right Trigger
4,0,8,68.6218,218,200,Right Trigger
4,0,8,68.63299,219,200,Right Trigger
4,0,8,68.64428,221,200,Right Trigger
4,0,8,68.65517,223,200,Right Trigger
4,0,8,68.66644,226,200,Right Trigger
4,0,8,68.67757,229,200,Right Trigger
4,0,8,68.68887,230,200,Right Trigger
4,0,8,68.70015,231,200,Right Trigger
4,0,8,68.73306,232,200,Right Trigger
4,0,8,68.81099,233,200,Right Trigger
4,0,8,68.90014,232,200,Right Trigger
4,0,8,68.98935,231,200,Right Trigger
4,0,8,69.01181,230,200,Right Trigger
4,0,8,69.034,229,200,Right Trigger
4,0,8,69.05607,228,200,Right Trigger
4,0,8,69.10059,227,200,Right Trigger
4,0,8,69.11182,226,200,Right Trigger
4,0,8,69.13397,225,200,Right Trigger
4,0,8,69.16743,224,200,Right Trigger
4,0,8,69.1899,223,200,Right Trigger
4,0,8,69.20068,222,200,Right Trigger
4,0,8,69.21216,221,200,Right Trigger
4,0,8,69.22395,219,200,Right Trigger
4,0,8,69.23457,218,200,Right Trigger
4,0,8,69.24653,216,200,Right Trigger
4,0,8,69.25658,215,200,Right Trigger
4,0,8,69.26791,214,200,Right Trigger
4,0,8,69.2788,213,200,Right Trigger
4,0,8,69.29002,212,200,Right Trigger
4,0,8,69.30133,210,200,Right Trigger
4,0,8,69.3124,209,200,Right Trigger
4,0,8,69.32353,207,200,Right Trigger
4,0,8,69.33441,205,200,Right Trigger
4,0,8,69.34572,204,200,Right Trigger
4,0,8,69.35683,203,200,Right Trigger
4,0,8,69.35683,203,200,Right Trigger
4,0,8,69.36806,202,200,Right Trigger
4,0,8,69.37917,201,200,Right Trigger
4,0,8,69.39029,200,200,Right Trigger
4,0,8,69.40124,199,200,Right Trigger
4,0,8,69.4125,198,200,Right Trigger
4,0,8,69.42368,197,200,Right Trigger
4,0,8,69.44617,196,200,Right Trigger
4,0,8,69.45728,195,200,Right Trigger
4,0,8,69.47941,194,200,Right Trigger
4,0,8,69.49017,193,200,Right Trigger
4,0,8,69.50174,192,200,Right Trigger
4,0,8,69.51283,191,200,Right Trigger
4,0,8,69.56848,190,200,Right Trigger
4,0,8,69.59073,189,200,Right Trigger
4,0,8,69.65744,188,200,Right Trigger
4,0,8,69.94692,187,200,Right Trigger
4,0,8,69.99171,188,200,Right Trigger
4,0,8,70.04761,189,200,Right Trigger
4,0,8,70.06971,190,200,Right Trigger
4,0,8,70.08041,191,200,Right Trigger
4,0,8,70.12534,192,200,Right Trigger
4,0,8,70.19205,193,200,Right Trigger
4,0,8,70.23666,194,200,Right Trigger
4,0,8,70.27025,195,200,Right Trigger
4,0,8,70.3702,196,200,Right Trigger
4,0,8,70.38143,197,200,Right Trigger
4,0,8,70.42591,197,200,Right Trigger
4,0,8,70.48168,198,200,Right Trigger
4,0,8,70.52625,199,200,Right Trigger
4,0,8,70.59348,200,200,Right Trigger
4,0,8,70.68234,201,200,Right Trigger
4,0,9,73.7897,0,4,Right Trigger
4,0,9,73.8786,1,4,Right Trigger
4,0,9,73.97894,2,4,Right Trigger
4,0,9,74.1796,3,4,Right Trigger
4,0,9,74.19077,4,4,Right Trigger
4,0,10,77.18665,0,8,Right Trigger
4,0,10,77.37603,1,8,Right Trigger
4,0,10,77.51005,2,8,Right Trigger
4,0,10,77.60977,3,8,Right Trigger
4,0,10,77.73242,4,8,Right Trigger
4,0,10,77.88834,5,8,Right Trigger
4,0,10,78.05518,6,8,Right Trigger
4,0,10,78.23392,7,8,Right Trigger
4,0,10,78.24474,8,8,Right Trigger
4,0,11,81.3751,0,12,Right Trigger
4,0,11,81.44161,1,12,Right Trigger
4,0,11,81.47571,2,12,Right Trigger
4,0,11,81.51923,3,12,Right Trigger
4,0,11,81.55282,4,12,Right Trigger
4,0,11,81.58749,5,12,Right Trigger
4,0,11,81.62004,6,12,Right Trigger
4,0,11,81.66422,7,12,Right Trigger
4,0,11,81.70863,8,12,Right Trigger
4,0,11,81.76434,9,12,Right Trigger
4,0,11,81.8648,10,12,Right Trigger
4,0,11,82.10983,11,12,Right Trigger
4,0,11,82.1209,12,12,Right Trigger
4,0,12,84.88393,18,800,Right Trigger
4,0,12,84.8941,22,800,Right Trigger
4,0,12,84.90517,29,800,Right Trigger
4,0,12,84.9165,40,800,Right Trigger
4,0,12,84.92754,55,800,Right Trigger
4,0,12,84.93996,74,800,Right Trigger
4,0,12,84.94983,90,800,Right Trigger
4,0,12,84.96083,110,800,Right Trigger
4,0,12,84.97202,128,800,Right Trigger
4,0,12,84.98316,144,800,Right Trigger
4,0,12,84.99446,162,800,Right Trigger
4,0,12,85.00539,183,800,Right Trigger
4,0,12,85.01656,210,800,Right Trigger
4,0,12,85.02802,244,800,Right Trigger
4,0,12,85.03884,278,800,Right Trigger
4,0,12,85.05045,316,800,Right Trigger
4,0,12,85.06651,365,800,Right Trigger
4,0,12,85.0724,378,800,Right Trigger
4,0,12,85.08341,405,800,Right Trigger
4,0,12,85.0945,428,800,Right Trigger
4,0,12,85.10565,450,800,Right Trigger
4,0,12,85.11683,471,800,Right Trigger
4,0,12,85.12801,494,800,Right Trigger
4,0,12,85.13924,519,800,Right Trigger
4,0,12,85.15035,544,800,Right Trigger
4,0,12,85.16132,567,800,Right Trigger
4,0,12,85.17241,586,800,Right Trigger
4,0,12,85.1836,602,800,Right Trigger
4,0,12,85.19478,614,800,Right Trigger
4,0,12,85.20587,625,800,Right Trigger
4,0,12,85.21716,635,800,Right Trigger
4,0,12,85.2281,645,800,Right Trigger
4,0,12,85.23917,656,800,Right Trigger
4,0,12,85.25033,668,800,Right Trigger
4,0,12,85.26168,680,800,Right Trigger
4,0,12,85.27297,690,800,Right Trigger
4,0,12,85.28402,698,800,Right Trigger
4,0,12,85.29506,705,800,Right Trigger
4,0,12,85.30623,711,800,Right Trigger
4,0,12,85.31723,717,800,Right Trigger
4,0,12,85.32848,724,800,Right Trigger
4,0,12,85.33973,731,800,Right Trigger
4,0,12,85.35109,738,800,Right Trigger
4,0,12,85.36179,745,800,Right Trigger
4,0,12,85.37308,753,800,Right Trigger
4,0,12,85.38422,760,800,Right Trigger
4,0,12,85.39533,768,800,Right Trigger
4,0,12,85.40659,775,800,Right Trigger
4,0,12,85.41776,781,800,Right Trigger
4,0,12,85.42901,786,800,Right Trigger
4,0,12,85.43991,790,800,Right Trigger
4,0,12,85.45086,793,800,Right Trigger
4,0,12,85.46217,797,800,Right Trigger
4,0,12,85.46217,797,800,Right Trigger
4,0,12,85.47331,799,800,Right Trigger
4,0,12,85.4845,802,800,Right Trigger
4,0,12,85.49702,805,800,Right Trigger
4,0,12,85.50669,807,800,Right Trigger
4,0,12,85.51775,809,800,Right Trigger
4,0,12,85.5289,811,800,Right Trigger
4,0,12,85.54022,813,800,Right Trigger
4,0,12,85.5513,814,800,Right Trigger
4,0,12,85.56229,815,800,Right Trigger
4,0,12,85.57335,816,800,Right Trigger
4,0,12,85.58473,817,800,Right Trigger
4,0,12,85.59583,818,800,Right Trigger
4,0,12,85.61816,819,800,Right Trigger
4,0,12,85.62955,820,800,Right Trigger
4,0,12,85.65142,821,800,Right Trigger
4,0,12,85.68523,822,800,Right Trigger
4,0,12,85.72926,823,800,Right Trigger
4,0,12,85.77409,824,800,Right Trigger
4,0,12,85.86308,825,800,Right Trigger
4,0,12,85.97445,824,800,Right Trigger
4,0,12,86.04105,823,800,Right Trigger
4,0,12,86.06383,822,800,Right Trigger
4,0,12,86.07468,821,800,Right Trigger
4,0,12,86.08585,820,800,Right Trigger
4,0,12,86.14139,819,800,Right Trigger
4,0,12,86.16389,818,800,Right Trigger
4,0,12,86.17484,817,800,Right Trigger
4,0,12,86.19711,816,800,Right Trigger
4,0,12,86.21967,815,800,Right Trigger
4,0,12,86.25288,814,800,Right Trigger
4,0,12,86.2864,813,800,Right Trigger
4,0,12,86.29739,812,800,Right Trigger
4,0,12,86.30851,811,800,Right Trigger
4,0,12,86.33086,810,800,Right Trigger
4,0,12,86.35326,809,800,Right Trigger
4,0,12,86.37631,808,800,Right Trigger
4,0,12,86.39763,807,800,Right Trigger
4,0,12,86.4202,806,800,Right Trigger
4,0,12,86.45318,805,800,Right Trigger
4,0,12,86.47568,804,800,Right Trigger
4,0,12,86.48688,803,800,Right Trigger
4,0,12,86.49854,803,800,Right Trigger
4,0,12,86.53143,802,800,Right Trigger
4,0,12,86.55388,801,800,Right Trigger
4,0,12,86.58687,800,800,Right Trigger
4,0,12,86.61058,799,800,Right Trigger
4,0,12,86.63164,798,800,Right Trigger
4,0,12,86.64278,797,800,Right Trigger
4,0,12,86.6762,796,800,Right Trigger
4,0,12,86.7095,795,800,Right Trigger
4,0,12,86.73206,794,800,Right Trigger
4,0,12,86.75409,793,800,Right Trigger
4,0,12,86.80977,792,800,Right Trigger
4,0,12,86.8323,791,800,Right Trigger
4,0,12,86.86539,790,800,Right Trigger
4,0,12,86.98797,789,800,Right Trigger
4,0,12,87.0546,788,800,Right Trigger
4,0,12,87.15498,787,800,Right Trigger
4,0,12,87.23315,786,800,Right Trigger
4,0,12,88.13496,785,800,Right Trigger
4,0,12,88.46955,786,800,Right Trigger
4,0,12,88.62517,787,800,Right Trigger
4,0,12,88.89234,788,800,Right Trigger
4,0,12,88.91486,789,800,Right Trigger
4,0,12,88.98173,790,800,Right Trigger
4,0,12,89.02608,791,800,Right Trigger
4,0,12,89.10418,792,800,Right Trigger
4,0,12,89.12653,793,800,Right Trigger
4,0,12,89.1489,794,800,Right Trigger
4,0,12,89.21552,795,800,Right Trigger
4,0,12,89.43859,796,800,Right Trigger
4,0,12,89.44935,797,800,Right Trigger
4,0,12,89.54979,797,800,Right Trigger
4,0,12,89.57194,798,800,Right Trigger
4,0,12,89.64985,799,800,Right Trigger
4,0,12,89.77238,800,800,Right Trigger
4,0,12,90.5631,801,800,Right Trigger
4,1,13,97.93656,0,2,Right Trigger
4,1,13,98.67181,1,2,Right Trigger
4,1,13,98.68263,2,2,Right Trigger
4,1,14,106.7352,0,4,Right Trigger
4,1,14,107.1923,1,4,Right Trigger
4,1,14,107.5374,2,4,Right Trigger
4,1,14,107.9498,3,4,Right Trigger
4,1,14,107.9608,4,4,Right Trigger
4,1,15,113.8197,0,10,Right Trigger
4,1,15,113.9193,1,10,Right Trigger
4,1,15,114.0308,2,10,Right Trigger
4,1,15,114.1977,3,10,Right Trigger
4,1,15,114.3092,4,10,Right Trigger
4,1,15,114.3982,5,10,Right Trigger
4,1,15,114.5206,6,10,Right Trigger
4,1,15,114.6323,7,10,Right Trigger
4,1,15,114.7991,8,10,Right Trigger
4,1,15,115.1891,9,10,Right Trigger
4,1,15,115.2004,10,10,Right Trigger
4,1,16,118.096,0,160,Right Trigger
4,1,16,118.1183,1,160,Right Trigger
4,1,16,118.1294,2,160,Right Trigger
4,1,16,118.141,3,160,Right Trigger
4,1,16,118.1519,4,160,Right Trigger
4,1,16,118.1629,6,160,Right Trigger
4,1,16,118.174,8,160,Right Trigger
4,1,16,118.1851,10,160,Right Trigger
4,1,16,118.1963,12,160,Right Trigger
4,1,16,118.2075,15,160,Right Trigger
4,1,16,118.2186,17,160,Right Trigger
4,1,16,118.2301,19,160,Right Trigger
4,1,16,118.2412,22,160,Right Trigger
4,1,16,118.2523,25,160,Right Trigger
4,1,16,118.2631,27,160,Right Trigger
4,1,16,118.2743,29,160,Right Trigger
4,1,16,118.2856,30,160,Right Trigger
4,1,16,118.2965,32,160,Right Trigger
4,1,16,118.3077,34,160,Right Trigger
4,1,16,118.3189,36,160,Right Trigger
4,1,16,118.33,38,160,Right Trigger
4,1,16,118.3413,41,160,Right Trigger
4,1,16,118.3537,43,160,Right Trigger
4,1,16,118.3633,45,160,Right Trigger
4,1,16,118.3743,47,160,Right Trigger
4,1,16,118.3857,49,160,Right Trigger
4,1,16,118.3976,51,160,Right Trigger
4,1,16,118.4081,53,160,Right Trigger
4,1,16,118.4191,56,160,Right Trigger
4,1,16,118.4304,59,160,Right Trigger
4,1,16,118.4414,62,160,Right Trigger
4,1,16,118.4525,65,160,Right Trigger
4,1,16,118.4638,68,160,Right Trigger
4,1,16,118.4749,71,160,Right Trigger
4,1,16,118.4858,73,160,Right Trigger
4,1,16,118.4971,76,160,Right Trigger
4,1,16,118.5082,78,160,Right Trigger
4,1,16,118.5197,80,160,Right Trigger
4,1,16,118.5308,83,160,Right Trigger
4,1,16,118.5423,85,160,Right Trigger
4,1,16,118.553,87,160,Right Trigger
4,1,16,118.5639,90,160,Right Trigger
4,1,16,118.5755,92,160,Right Trigger
4,1,16,118.5864,93,160,Right Trigger
